id,Title,URL du logo,URL de site web,Village,Resume,Theme
410,OMA,https://www.levillagebyca.com/sites/default/files/2019-04/207x161%20OMA-01.png,http://www.groupe-olivier.fr,Atlantique Vendee,Production de microalgues sous serres maraichères en mutualisant les équipements et l'usage d'outils de pilotage.,"Agro-Agri, Agriculture, Développement durable, Cuisine, Santé et bien être, E-santé, Pharmacie, Cosmétique"
411,HUMAN IKEBANA,https://www.levillagebyca.com/sites/default/files/2019-04/207x161%20Human%20Ikebana-01.png,,Atlantique Vendee,"Human Ikebana est né d’un double constat : la capacité des entreprises à innover avec succès est intimement liée à leur organisation et à une vision claire du sens ; l’innovation ne passe pas obligatoirement par des projets R&D coûteux. 
La vocation de Human Ikebana est de challenger les entreprises sur leur mode d'innovation en requestionnant la question dont l'organisation créée de la valeur pour ses parties prenantes.","Développement humain et économique, Développement Business, Consulting, Éducation, Autres"
412,Groupe URCOOPA,https://www.levillagebyca.com/sites/default/files/2018-04/Logo_GroupeURCOOPA-VBCAR.png,https://www.urcoopa.fr/,La Réunion,"L'Urcoopa : l'Union Réunionnaise des Coopératives Agricoles.

La Coopérative des Avirons, la Coopérative Agricole du Nord Est (CANE), la Coopérative des Producteurs de Porc de la Réunion (CPPR) et la SICALAIT ont décidé en 1982 de développer en commun une activité de nutrition animale et ont créé l’Urcoopa, l’Union Réunionnaise des Coopératives Agricoles.",
413,SOGECORE,https://www.levillagebyca.com/sites/default/files/2019-04/Logo%20Sogecore.jpg,http://www.sogecore.re/,La Réunion,"Sogecore est importateur et représentant de quatre marques automobiles à La Réunion.

Depuis 1958 à la Réunion, notre entreprise est une société réunionnaise indépendante qui, par l’acquisition d’une 4ème marque, s’arme de plus en plus dans la vente des véhicules neufs (auto & moto), d’occasion, des pièces détachées, des accessoires et dans la maintenance et la réparation des véhicules particuliers et utilitaires.",
414,ZEOP,https://www.levillagebyca.com/sites/default/files/2019-04/Logo-ZEOP_0.png,http://www.zeop.re/,La Réunion,"Zeop la sucess story réunionnaise !

Fondé en 2007, Zeop est le fournisseur historique d’accès Internet très haut-débit par fibre optique à La Réunion, utilisant son propre réseau de fibres optiques et de câbles coaxiaux.

La mission sociétale que s’est fixée Zeop est d'apporter la fibre optique et le très haut débit sur toute La Réunion, dans les bas et dans les hauts, des communes denses vers les lieux de vie plus reculé des Réunionnais.",
415,GROUPE DIJOUX,https://www.levillagebyca.com/sites/default/files/2019-04/Logo%20Groupe%20Dijoux.jpg,,La Réunion,"Groupe industriel engagé dans les métiers de la climatisation, mais surtout du solaire.

Leader du chauffe-eau solaire à la Réunion, appareils fabriqués localement de A à Z (seule la matière première est importée), deuxième dans le photovoltaïque.

Solar Réunion, Sodafc, Corelec, Euro-Cloison OI, Cofer ou Corestore, constituent les principales filiales du groupe. ",
416,LOGISUD,https://www.levillagebyca.com/sites/default/files/2017-11/logisud.jpg,http://www.logisud.eu/,La Réunion,"La logistique au service du client.

Prestataire de logistique et d'entreposage dédié au froid, Logisud a pour but d'offrir une réponse individualisée de qualité avec l'ensemble des outils mis à sa disposition.

Notre Mission

Logisud s'est donné pour mission d'offrir aux sociétés en quête de solutions logistiques à la Réunion, un service fait sur mesure, exécuté efficacement, rapidement et à un prix attractif. ",
417,RSM,https://www.levillagebyca.com/sites/default/files/2018-04/Logo_RSM-VBCAR_2.png,https://www.rsm.global/france/fr/offices/la-reunionmayotte,La Réunion,"Expertise comptable, audit et conseil.

RSM offre des services sur mesure et pluridisciplinaires (audit, expertise comptable et conseil) aux PME, ETI et grandes entreprises, en France et à l’international.
RSM propose aux entreprises et à ses dirigeants une approche sectorielle sur mesure : transversalité, agilité, connaissance des règles et des meilleures pratiques du marché.",
418,GROUPE RAVATE,https://www.levillagebyca.com/sites/default/files/2018-04/Logo_Ravate-VBCAR.png,http://www.ravate.com/,La Réunion,"Le Groupe RAVATE à capitalisation 100% familiale, s’inscrit depuis 75 ans dans l’histoire de la Réunion. C’est un acteur économique local toujours présent dans les projets structurants dans les secteurs du Bâtiment et des Travaux Publics, et ayant une activité diversifiée.",
419,BUREAU VALLEE,https://www.levillagebyca.com/sites/default/files/2019-04/Logo%20Bureau%20Valle%CC%81e.png,http://www.bureau-vallee.fr/nos-magasins/magasin-sainte-marie-MRI/,La Réunion,"Le distributeur spécialiste des consommables informatiques et des fournitures de bureau à prix discount.

Une enseigne de distribution en libre-service de papeterie et fournitures de bureau, fournitures scolaires pas chères et matériel de bureau à prix discount.

Des promotions et des tarifs bas toute l'année sur toute une sélection de produits de bureautique. De la papeterie à la téléphonie en passant par les classeurs, Bureau Vallée est sur tous les fronts pour vous aider à vous équiper.",
420,PROMONET,https://www.levillagebyca.com/sites/default/files/2017-11/promonet.png,http://www.locate-oi.fr/,La Réunion,,
421,E. LECLERC Réunion,https://www.levillagebyca.com/sites/default/files/2017-11/e-leclerc-logo.png,https://mouvement.e-leclerc.re/,La Réunion,L’enseigne E. Leclerc est portée localement par deux  familles réunionnaises : les familles  CHONG FAH SHEN (Groupe Soresum) et THIAW KINE (Groupe Excellence) qui...,
422,Olivier Dassonville,https://www.levillagebyca.com/sites/default/files/2019-04/207x161%20Dark%20Pixel-01.png,,Atlantique Vendee,"Directeur exécutif, j'ai voulu mettre à profit mon expérience des problématiques digitales auprès des grands comptes en définissant une offre visant à doter nos clients de dispositifs efficaces et pérennes.",
423,DC PILOT,https://www.levillagebyca.com/sites/default/files/2019-04/207x61%20Dc%20Pilot-01.png,http://www.dc-pilot.com/#,Atlantique Vendee,"Les entreprises souffrent trop souvent :
- de carences en compétences expérimentées / pointues
- ne peuvent ou veulent pas toujours recruter toutes les expertises nécessaires.
C'est à partir de ce moment qu'il faut savoir s'entourer de cadres expérimentés. 
La Direction Commerciale est certainement le 1er poste à pourvoir, car stratégique et créateur de valeurs. 
Le recruter en interne est souvent trop coûteux, trop long et toujours complexe. 
La solution, c'est de s'offrir : 
- Son DIRECTEUR COMMERCIAL en temps partagé, opérationnel et à la carte.","Développement humain et économique, Développement Business, RH"
424,Alexis Lorraine,https://www.levillagebyca.com/sites/default/files/2017-11/alexis-logo-01.jpg,http://www.alexis.fr/index.html,Lorraine,Facilitez votre création d’entreprise,"Développement humain et économique, Développement Business"
425,Crédit Agricole de Lorraine,https://www.levillagebyca.com/sites/default/files/2017-11/ca-lorraine-v-ba-rvb.png,https://www.ca-lorraine.fr/Vitrine/ObjCommun/Fic/Lorraine/v2016/Home_Page/Accue…,Lorraine,La banque 100% humaine 100% digitale,"Finance, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire, Logement, Santé et bien vieillir, Énergie et environnement, Tourisme"
426,Capgemini,https://www.levillagebyca.com/sites/default/files/2018-02/cg_logo.jpg,https://www.capgemini.com/,Paris,À propos de Capgemini :Avec plus de 190 000 collab...,
427,EVEN,https://www.levillagebyca.com/sites/default/files/2017-11/logo-even.png,http://www.even.fr,Finistère,"Avec 1 400 agriculteurs adhérents et plus de 6 100 salariés, Even constitue l’un des acteurs majeurs de l’agroalimentaire français et le premier groupe coopératif breton.","Agro-Agri, Agriculture"
428,Crédit Agricole Anjou Maine,https://www.levillagebyca.com/sites/default/files/2018-06/Logo%20CA%20Anjou%20Maine_0.png,https://www.ca-anjou-maine.fr/,"Angers, Laval, Le Mans","Être utile à son territoire et à ceux qui y vivent est la raison d’être du Crédit Agricole Anjou Maine. Banque coopérative et mutualiste, nous apportons chaque jour, en proximité, notre expertise à nos clients et sociétaires, qu’ils soient particuliers, professionnels, agriculteurs, associations ou entreprises.",Finance
429,WEFORGE,https://www.levillagebyca.com/sites/default/files/2018-03/LOGO%20WEFORGE%20SANS%20BORDURE%20BD.png,http://www.weforge.fr/,Angers,"Structure 100 % privée, Weforge propose des solutions concrètes pour faciliter l'activité des entrepreneurs et impulse l'innovation dans un écosystème bénéfique et collaboratif.",
430,Marcotullio,https://www.levillagebyca.com/sites/default/files/2017-11/logo-marcotullio-gris.jpg,http://www.marcotullio-traiteur.com/,Lorraine,"Avec Marcotullio, donnez du goût à vos émotions !","Loisirs, Cuisine, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire"
431,EPITECH Nancy,https://www.levillagebyca.com/sites/default/files/2018-10/EPI-LOGO-NEW-BASELINE-2018-QUADRI.jpg,http://www.epitech.eu/nancy/ecole-informatique-nancy.aspx,Lorraine,L’école {référence} de l’innovation et de l’expérience informatique,"Informatique et électronique, Autres"
432,EXPERTIS CFE,https://www.levillagebyca.com/sites/default/files/2017-11/expertiscfe-logo-rvb.png,http://www.expertiscfe.fr/,Lorraine,"Expertis Cfe, un accompagnement à 360° durant tout le cycle de vie de votre entreprise","Développement humain et économique, Développement Business"
433,Acolyance,https://www.levillagebyca.com/sites/default/files/2017-11/sans-titre-1.jpg,http://acolyance.fr/,Reims,,
434,Courlancy Santé,https://www.levillagebyca.com/sites/default/files/2017-11/courlancy.jpg,http://www.courlancy-sante.com/,Reims,,
435,Crédit Agricole du Nord Est,https://www.levillagebyca.com/sites/default/files/2017-11/cane.jpg,https://www.ca-nord-est.fr/,Reims,,
436,Cristal Union,https://www.levillagebyca.com/sites/default/files/2017-11/cristal.jpg,https://www.cristal-union.fr/,Reims,,
437,Nacarat - Rabot Dutilleul,https://www.levillagebyca.com/sites/default/files/2017-11/nacarat.jpg,http://www.nacarat.com/,Reims,,
438,Plurial Novilia - Action Logement,https://www.levillagebyca.com/sites/default/files/2017-11/plurial-1.jpg,https://www.plurial-novilia.fr/,Reims,,
439,Champagne Taittinger,https://www.levillagebyca.com/sites/default/files/2017-11/taittinger.jpg,http://www.taittinger.com/,Reims,,
440,Global Habitat,https://www.levillagebyca.com/sites/default/files/2017-11/global-habitat.jpg,http://www.global-habitat.fr/,Reims,,
441,Reims Habitat,https://www.levillagebyca.com/sites/default/files/2017-11/reims-habitat.jpg,http://www.reims-habitat.fr/,Reims,,
442,URCA,https://www.levillagebyca.com/sites/default/files/2017-11/urca.jpg,https://www.google.fr/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&v…,Reims,,
443,Région Grand Est,https://www.levillagebyca.com/sites/default/files/2017-11/grand-estt.jpg,http://www.alsacechampagneardennelorraine.eu/,Reims,,
444,Grand Reims,https://www.levillagebyca.com/sites/default/files/2017-11/grand-reims.jpg,http://www.grandreims.fr/2/accueil.htm,Reims,,
445,Ville de Bezannes,https://www.levillagebyca.com/sites/default/files/2017-11/bezannes.jpg,http://www.bezannes.fr/,Reims,,
446,Ville de Reims,https://www.levillagebyca.com/sites/default/files/2017-11/reims.jpg,http://www.reims.fr,Reims,,
447,Pôle IAR,https://www.levillagebyca.com/sites/default/files/2017-11/iar.jpg,http://www.iar-pole.com/,Reims,,
448,Place financière CA,https://www.levillagebyca.com/sites/default/files/2017-11/place.jpg,http://www.champagneardenne-placefinanciere.fr/,Reims,,
449,Nord Est Start Up,https://www.levillagebyca.com/sites/default/files/2017-11/nesu.png,https://nordeststartup.fr/,Reims,,
450,Excellianz,https://www.levillagebyca.com/sites/default/files/2019-04/207x61%20Excellianz-01.png,https://www.excellianz.com,Atlantique Vendee,"Entreprise spécialisée dans l’ingénierie commerciale B2B étude de marché, développement commercial externalisé, internationalisation Roumanie- Allemagne 
Notre métier : « Construire et mettre en œuvre avec les dirigeants leur stratégie de développement commercial en leur apportant une méthodologie, des outils et une expérience probante du terrain en France et sur quelques pays cibles européens ». Excellianz s’engage aux côtés de ses clients et travaille main dans la main avec chacun d’eux.","Développement humain et économique, Développement Business, Consulting, Marketing"
451,Keolis Orléans Val de Loire,https://www.levillagebyca.com/sites/default/files/2017-11/1024px-keolis_logo.svg_.png,http://www.reseau-tao.fr/,Orléans - LAB'O,Keolis Orléans Val de Loire est expert en mobilité multimodale,
452,Crédit Agricole Provence Côte d'Azur,https://www.levillagebyca.com/sites/default/files/2017-11/logo-ca-pca.jpg,https://entreprises.ca-pca.fr/,Provence Cote d'Azur,"Fondateur

Vous souhaitez améliorer la gestion de votre entreprise et soutenir son développement, le Crédit Agricole vous accompagne dans vos activités de gestion quotidienne ainsi que dans votre stratégie sur les marchés locaux et dans vos projets de développement à l’international...

Découvrez toutes les expertises du Crédit Agricole PCA sur www.capca.fr","Finance, Fintech, Assurtech, Industrie, Immobilier"
453,CA-CF,https://www.levillagebyca.com/sites/default/files/2017-11/capture-decran-2017-09-18-a-16.20.47.png,https://www.ca-consumerfinance.com,Paris,"Acteur majeur du crédit à la consommation, Crédit ...",
454,LORWEB,https://www.levillagebyca.com/sites/default/files/2017-11/logo-lorweb.png,http://www.lorweb.com/,Lorraine,"Découvrez Lorweb, une agence digitale basée à Metz qui produit des projets web, mobile, print, marketing et événementiels toujours plus créatifs !","Web, Agences web"
455,Le Gouessant,https://www.levillagebyca.com/sites/default/files/2017-11/logo-le-gouessant.jpg,http://legouessant.com/,Côtes d'Armor,"Chez Le Gouessant, nous partageons l’excellence au service d’une agriculture innovante et responsable. Notre groupe coopératif agricole et agroalimentaire cultive son savoir-faire en nutrition animale depuis 50 ans. Spécialisé dans la formulation, fabrication et commercialisation d’aliments pour animaux, Le Gouessant est aussi un acteur majeur de la commercialisation des productions animales et végétales.",
456,CARMILA,https://www.levillagebyca.com/sites/default/files/2017-11/logo-carmila.png,http://www.carmila.com/,Orléans - LAB'O,Des solutions ciblées de marketing local pour chaque point de vente,
457,Région Bourgogne Franche-Comté,https://www.levillagebyca.com/sites/default/files/2017-11/870x489_logo_bfc.jpg,https://www.bourgognefranchecomte.fr/,Besançon,"La Région Bourgogne-Franche-Comté soutient les entreprises à tous les stades de leur développement : création, amorçage, croissance, export, transmission.
Accompagner le développement économique, c'est aussi promouvoir l'innovation, et aider à transformer rdes découvertes en réussites idustrielle",
458,HARDIS GROUP,https://www.levillagebyca.com/sites/default/files/2017-11/hardis.png,http://www.hardis-group.com/,Sud Rhone Alpes,"Société de conseil, ESN et éditeur de logiciels, Hardis Group s’est donné pour mission d’accélérer la transformation de la chaîne de valeur, des systèmes d’information et de la supply chain de ses clients.",Informatique et électronique
459,HP,https://www.levillagebyca.com/sites/default/files/2017-11/hp_blue_rgb_150_lg.png,http://www8.hp.com/fr/fr/home.html,Sud Rhone Alpes,"De l’impression aux systèmes personnels aux logiciels, HP apporte à ses clients, dans le monde entier, des solutions pour relever les défis les plus complexes.",Informatique et électronique
460,FRENCH TECH IN THE ALPS,https://www.levillagebyca.com/sites/default/files/2017-11/french-tech-in-the-alpes-grenoble_vertical.png,http://ftalps.com/,Sud Rhone Alpes,"Son objectif est de favoriser l’émergence de startups et leur croissance en PME, ETI et Tech Champion.",Développement Business
461,CCI,https://www.levillagebyca.com/sites/default/files/2017-11/cci-grenoble.jpg,http://www.cci.fr/,Sud Rhone Alpes,"La chambre de commerce et d’industrie (CCI) de Grenoble propose des dispositifs d’appui, des services et des outils innovants aux chefs d’entreprise et à leurs salariés. Le réseau Ecobiz lancé en 2002 anime un vaste réseau économique qui s’organise autour de communautés thématiques de pratiques.",Développement humain et économique
462,GEM,https://www.levillagebyca.com/sites/default/files/2017-11/grenoble-ecole-de-management.png,http://www.grenoble-em.com/,Sud Rhone Alpes,Ecole de Management de Grenoble.,Éducation
463,Ordre des Experts-Comptables,https://www.levillagebyca.com/sites/default/files/2017-11/oec_logo.jpeg,http://www.experts-comptables-orleans.fr,Orléans - LAB'O,Le Conseil de l'Ordre régional d'Orléans s’affirme aujourd’hui comme l’un des partenaires de la vie économique et sociale,
464,SDIB-Steelcase,https://www.levillagebyca.com/sites/default/files/2018-03/Logo%20SDIB-Steelcase.jpg,http://www.sdib.fr,Lorraine,"Imaginer, concevoir & maintenir vos espaces de travail","Industrie, Logement, Domaines d’excellence du groupe Crédit Agricole, Logement"
465,Groupe BELLOCCHIO,https://www.levillagebyca.com/sites/default/files/2017-11/logo-groupe-bellocchio-avec-texte.jpg,http://groupe-bellocchio.fr/,Lorraine,Efficience du bâtiment,"Industrie, Btp, Domaines d’excellence du groupe Crédit Agricole, Logement"
466,Nexecur,https://www.levillagebyca.com/sites/default/files/2017-11/9-nexecur.jpg,http://www.nexecur.fr,Paris,,Logement
467,SKEMA,https://www.levillagebyca.com/sites/default/files/2017-11/logo-skema-business-school.jpg,http://www.skema-bs.fr/,"Paris, Nord de France, Provence Cote d'Azur","Partenaire Ambassadeur

SKEMA Business School est une école de commerce française issue de la fusion entre le groupe ESC Lille et le CERAM Business School en 2009.",Éducation
468,ENGIE,https://www.levillagebyca.com/sites/default/files/2017-11/engie-logo-marque.jpg,https://www.engie.com,"Paris, Champagne Bourgogne, Orléans - LAB'O","ENGIE inscrit la croissance responsable au coeur de ses métiers : électricité, gaz naturel, services à l’énergie.",Énergie et environnement
469,LMI Innovation,https://www.levillagebyca.com/sites/default/files/2017-11/logo-lmi.jpg,http://www.lmi-innovation-creation.fr/,Nord de France,LMI Innovation accompagne les porteurs de projet innovant sur la région des Hauts-de-France.,
470,Rabot Dutilleul,https://www.levillagebyca.com/sites/default/files/2017-11/logo-rabot-2-2.png,http://www.rabotdutilleul.com/,Nord de France,"Groupe familial indépendant et international de promotion-construction, Rabot Dutilleul compte aujourd’hui parmi les 10 premiers acteurs français du BTP.",
471,Réseau Entreprendre Nord,https://www.levillagebyca.com/sites/default/files/2017-11/logo-ren.jpg,http://www.reseau-entreprendre-nord.fr/,Nord de France," Réseau Entreprendre®Nord est une Association de Chefs d’Entreprise engagés, souhaitant faire réussir de nouveaux entrepreneurs en les accompagnant gratuitement dans la durée.",
472,EuraTechnologies,https://www.levillagebyca.com/sites/default/files/2017-11/logo-euratechnologies.jpg,https://www.euratechnologies.com,Nord de France,EuraTechnologies accompagne le développement de tous les entrepreneurs du numérique grâce à une méthodologie et un savoir-faire unique dans le développement des entreprises.,
473,La Voix du Nord - La Voix Médias,https://www.levillagebyca.com/sites/default/files/2018-05/VDN%20-%20VM.jpg,http://www.rossel-lavoix.fr/,Nord de France,"Premier groupe de médias au nord de Paris, le groupe Rossel-La Voix est présent dans la presse, les médias numériques, la télévision, la radio et l'événementiel à travers des marques fortes.",
474,Nord Capital Partenaires,https://www.levillagebyca.com/sites/default/files/2017-11/logo-ncp.jpg,http://www.nord-cp.com/,Nord de France,Nord Capital Partenaires est une société de gestion agréée par l’AMF et créée en 2010 via un partenariat entre le Crédit Agricole Nord de France et Turenne Capital Partenaires.,
475,Finovam,https://www.levillagebyca.com/sites/default/files/2017-11/logo-finovam-orange.png,http://www.finovamgestion.fr/,Nord de France,Finovam Gestion est une société d’investissement agréée par l’AMF qui prend des participations minoritaires dans des PME innovantes à fort potentiel de croissance.,
476,Niji,https://www.levillagebyca.com/sites/default/files/2018-02/niji-squarelogo-1515683493538_0.png,https://www.niji.fr/,Paris,"Niji est une société entièrement dédiée à la transformation numérique des entreprises. Nous accompagnons nos clients, acteurs de l’économie marchande et des services publics, dans l’accélération et la réussite de leur mutation digitale au service de leur stratégie, de leur distribution multicanale et de leur fonctionnement interne. De l’idée à la réalité, Niji associe dans une même chaîne de valeur conseil en stratégie numérique, ingénierie et conseil technologique, design de services et réalisation logicielle.",
477,Université Catholique de Lille,https://www.levillagebyca.com/sites/default/files/2018-05/logounivcatholille.jpg,http://www.univ-catholille.fr/,Nord de France,"Créée en 1875, l'Université Catholique de Lille est un établissement pluridisciplinaire unique en France composé de 5 Facultés, de 20 Écoles, Grandes Écoles et Instituts.",
478,Bonduelle,https://www.levillagebyca.com/sites/default/files/2017-11/logo-bonduelle-institutionnel-hd-.jpg,http://www.bonduelle.com,Nord de France,"Entreprise familiale créée en 1853, Bonduelle s’est donné pour ambition ""d'être le référent mondial qui assure le bien-vivre par l'alimentation végétale"".","Agro-Agri, Agriculture"
479,Keolis Lille,https://www.levillagebyca.com/sites/default/files/2017-11/keolis-lille.jpg,http://www.keolis.com/,Nord de France,"Le Groupe Keolis est l’un des leaders mondiaux du transport public de voyageurs. Présent dans 16 pays, il exploite et assure la maintenance.",
480,NEC Corporation,https://www.levillagebyca.com/sites/default/files/2017-11/orange_logo.jpg,http://www.orange.fr/,,,
481,AIO,https://www.levillagebyca.com/sites/default/files/2017-11/aio.jpg,http://www.alliance-innovation-ouverte.fr,Paris,"L’Alliance pour l'innovation ouverte s’adresse à tous : aux entreprises - start-up, grande entreprise, ETI et PME - qui souhaitent partager avec l’écosystème, leurs partenaires et en interne la façon dont elles conçoivent l’interaction vertueuse d’innovation ouverte ; mais aussi à tous les acteurs qui souhaitent porter les principes de l’Alliance auprès de leurs partenaires, membres, adhérents.

Elle forme une communauté d’acteurs, s’engageant dans la promotion de l’innovation ouverte autour d’un objectif de partage et de diffusion des bonnes pratiques.",
482,Pôle TES,https://www.levillagebyca.com/sites/default/files/2018-07/Capture.PNG,http://www.pole-tes.com/,Normandie,"Le Pôle TES, pôle de compétitivité numérique de Normandie, a pour vocation d’être la référence en matière d’innovation en haute technologique numérique dans les domaines de la santé, de la collectivité, du tourisme et de l’agriculture, connectés.",
483,AGRIAL,https://www.levillagebyca.com/sites/default/files/2017-11/logo-agrial-e1464617000693.jpg,http://www.agrial.com/,Normandie,"Agrial est une entreprise coopérative agricole et agroalimentaire multi-spécialiste qui accompagne au quotidien ses adhérents dans 4 domaines d’activités : le lait, les légumes et fruits frais, les boissons et les viandes.",
484,Chambre Régionale d'Agriculture Normandie,https://www.levillagebyca.com/sites/default/files/2017-11/cran_q-e1464617283238.jpg,http://www.chambre-agriculture-normandie.fr/accueil/,Normandie,La Chambre d'Agriculture Normandie est le porte-parole de l’agriculture et des territoires en Normandie. Son ambition : orienter les choix stratégiques des politiques agricoles et créer les conditions favorables au développement de l’agriculture.,
485,BOUYGUES CONSTRUCTION,https://www.levillagebyca.com/sites/default/files/2018-03/Bouygues_Construction_logo.svg_.png,http://www.bouygues-construction.com/,"Centre-Est, Aquitaine","Acteur global de la construction présent dans plus de 80 pays, Bouygues Construction conçoit, réalise et exploite des projets dans les secteurs du bâtiment, des infrastructures et de l’industrie.","Développement humain et économique, Industrie, Construction"
486,Groupe Launay (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2017-11/groupe-launay.png,http://groupe-launay.com/,Ille et Vilaine,Situé au cœur du futur quartier d’affaires Euroren...,
487,Groupe Legendre (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2018-02/logo_legendre.png,http://www.groupe-legendre.com/,Ille et Vilaine,Un groupe d’envergure… à taille humaineDepuis sa c...,"Industrie, Btp, Immobilier, Logement"
488,McDonald's (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2017-11/mcdonalds-logo.png,https://www.mcdonalds.fr/,Ille et Vilaine,"McDonald's Corporation est une chaîne de restauration rapide américaine présente dans le monde entier.

--

Notre ambassadeur : Mario PIROMALLI est entrepreneur dans le secteur de la restauration (également membre de l’UE35, élu à la CCI et Président du GIE Colombia).",Agro-Agri
489,Rennes School of Business (Partenaire),https://www.levillagebyca.com/sites/default/files/2018-04/logo_RennesSB.png,https://www.rennes-sb.fr/,Ille et Vilaine,Rennes School of Business est une école internatio...,
490,Digital Campus (Partenaire),https://www.levillagebyca.com/sites/default/files/2018-04/logo_digitalcampus.jpg,http://www.digital-campus.fr/,Ille et Vilaine,"Digital Campus Rennes, première école 100 % Web da...",
491,Geirec (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2017-11/geirec.jpg,http://www.geirec.com/,Ille et Vilaine,"Cabinet régional indépendant à vocation nationale,...",
492,Deltadore (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2017-11/logo-deltadore.jpg,http://www.deltadore.fr/,Ille et Vilaine,"Spécialiste en produits et solutions domotiques de Maison connectée, Chauffage, Eclairage, Alarme, Volets, Portail.","Immobilier, Logement, IOT"
493,Valorex (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2017-11/logo_valorex.png,http://www.valorex.com/,Ille et Vilaine,"Depuis 25 ans, Valorex étudie le formidable potent...",Agro-Agri
494,Come In (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2017-11/logo-come-in.jpg,http://www.come-in.fr/,Ille et Vilaine,"Come in, un partenaire unique pour vous accompagne...",
495,H&A,https://www.levillagebyca.com/sites/default/files/2017-11/frenchtechtoulouse.jpg,http://www.frenchtechtoulouse.com/,,,
496,H et A LOCATION,https://www.levillagebyca.com/sites/default/files/2017-11/ha.jpg,http://www.halocation.fr,Aquitaine,H et A location est une entreprise spécialisée dans la gestion opérationnelle de parcs de barriques.,"Agro-Agri, Agriculture, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire"
497,Soregor,https://www.levillagebyca.com/sites/default/files/2017-11/logo-soregor_0-e1477496916495.jpg,http://www.soregor.fr/,Orléans - LAB'O,Soregor accompagne les entrepreneurs ayant un projet innovant à tous les stades de leur développement.  ,
498,Michel Creuzot,https://www.levillagebyca.com/sites/default/files/2017-11/layout_set_logo.png,https://mcreuzot.fdefi.com,Orléans - LAB'O,"MICHEL CREUZOT, cabinet d’expertise comptable et conseil dont la vocation est de simplifier la gestion d’entreprise",
499,Partnaire,https://www.levillagebyca.com/sites/default/files/2017-11/image001-2.png,http://www.partnaire.fr/,Orléans - LAB'O,"Le Groupe Partnaire propose une offre globale en matière de ressources humaines, en développant des process innovants",
500,Ventury Avocats,https://www.levillagebyca.com/sites/default/files/2017-11/images-ventury.png,http://www.ventury-avocats.com/,Orléans - LAB'O,"VENTURY Avocats, cabinet spécialisé dans le management juridique de l’innovation.",
501,Philippe Poisson,https://www.levillagebyca.com/sites/default/files/2017-11/logo-philippe-poisson-e1477576043872.jpg,https://fr.linkedin.com/in/philippe-poisson-55006b93,Orléans - LAB'O,,
502,Membres fondateurs,https://www.levillagebyca.com/sites/default/files/2017-11/viajuris.png,https://fr.linkedin.com/company/via-juris,,,
503,CNR,https://www.levillagebyca.com/sites/default/files/2017-11/cnr-1.png,http://www.cnr.tm.fr/,Centre-Est,"Depuis 80 ans CNR se distingue par un modèle de développement unique fondé sur la redistribution aux territoires de la richesse produite grâce à l’eau du fleuve. Reposant sur un subtil équilibre entre efficacité économique et intérêt général, capitaux publics et privés, production d’électricité verte, préservation de l’environnement et aménagement des territoires traversés par le Rhône, il répond aux enjeux actuels de la transition énergétique.",
504,Gerflor,https://www.levillagebyca.com/sites/default/files/2017-11/g.pos_.a.quad_.jpg,http://www.gerflor.fr/,Centre-Est,"Gerflor s'affirme comme un spécialiste et leader mondial dans le domaine des revêtements de sols souples. Le groupe conçoit, fabrique et commercialise des solutions innovantes, décoratives et éco-responsables pour le sol et sa périphérie. Déjà présent dans plus de 100 pays, Gerflor poursuit son développement dans le monde entier.",
505,Lyon French Tech,https://www.levillagebyca.com/sites/default/files/2019-05/logo.png,http://www.lafrenchtech-onelse.com/,Centre-Est,"French Tech One Lyon St-Étienne est la plateforme opérationnelle de fédération, communication et promotion de l'écosystème numérique du territoire de la Métropole de Lyon et de la Métropole de Saint-Étienne.

– d’agir en guichet d’entrée qui oriente les porteurs de projets et startups vers l’ensemble de l’écosystème French Tech local, national et international
– d’impulser une dynamique de création de valeur autour des projets portés par les acteurs du territoire de la Métropole de Lyon qui développent et soutiennent l’Innovation par le Numérique.","Développement humain et économique, Développement Business, Consulting"
